g, r, t, l, id
62, 0.7, 0.9, 0.1, 6579
62, 0.7, 0.9, 0.2, 6580
62, 0.7, 0.9, 0.3, 6581
62, 0.7, 0.9, 0.4, 6582
62, 0.7, 0.9, 0.5, 6583
62, 0.7, 0.9, 0.6, 6584
62, 0.7, 0.9, 0.7, 6585
62, 0.7, 0.9, 0.8, 6586
62, 0.7, 0.9, 0.9, 6587
62, 0.7, 0.9, 1.0, 6588
62, 0.7, 1.0, 0.0, 6589
62, 0.7, 1.0, 0.1, 6590
62, 0.7, 1.0, 0.2, 6591
62, 0.7, 1.0, 0.3, 6592
62, 0.7, 1.0, 0.4, 6593
62, 0.7, 1.0, 0.5, 6594
62, 0.7, 1.0, 0.6, 6595
62, 0.7, 1.0, 0.7, 6596
62, 0.7, 1.0, 0.8, 6597
62, 0.7, 1.0, 0.9, 6598
62, 0.7, 1.0, 1.0, 6599
62, 0.8, 0.1, 0.0, 6600
62, 0.8, 0.1, 0.1, 6601
62, 0.8, 0.1, 0.2, 6602
62, 0.8, 0.1, 0.3, 6603
62, 0.8, 0.1, 0.4, 6604
62, 0.8, 0.1, 0.5, 6605
62, 0.8, 0.1, 0.6, 6606
62, 0.8, 0.1, 0.7, 6607
62, 0.8, 0.1, 0.8, 6608
62, 0.8, 0.1, 0.9, 6609
62, 0.8, 0.1, 1.0, 6610
62, 0.8, 0.2, 0.0, 6611
62, 0.8, 0.2, 0.1, 6612
62, 0.8, 0.2, 0.2, 6613
62, 0.8, 0.2, 0.3, 6614
62, 0.8, 0.2, 0.4, 6615
62, 0.8, 0.2, 0.5, 6616
62, 0.8, 0.2, 0.6, 6617
62, 0.8, 0.2, 0.7, 6618
62, 0.8, 0.2, 0.8, 6619
62, 0.8, 0.2, 0.9, 6620
62, 0.8, 0.2, 1.0, 6621
62, 0.8, 0.3, 0.0, 6622
62, 0.8, 0.3, 0.1, 6623
62, 0.8, 0.3, 0.2, 6624
62, 0.8, 0.3, 0.3, 6625
62, 0.8, 0.3, 0.4, 6626
62, 0.8, 0.3, 0.5, 6627
62, 0.8, 0.3, 0.6, 6628
62, 0.8, 0.3, 0.7, 6629
62, 0.8, 0.3, 0.8, 6630
62, 0.8, 0.3, 0.9, 6631
62, 0.8, 0.3, 1.0, 6632
62, 0.8, 0.4, 0.0, 6633
62, 0.8, 0.4, 0.1, 6634
62, 0.8, 0.4, 0.2, 6635
62, 0.8, 0.4, 0.3, 6636
62, 0.8, 0.4, 0.4, 6637
62, 0.8, 0.4, 0.5, 6638
62, 0.8, 0.4, 0.6, 6639
62, 0.8, 0.4, 0.7, 6640
62, 0.8, 0.4, 0.8, 6641
62, 0.8, 0.4, 0.9, 6642
62, 0.8, 0.4, 1.0, 6643
62, 0.8, 0.5, 0.0, 6644
62, 0.8, 0.5, 0.1, 6645
62, 0.8, 0.5, 0.2, 6646
62, 0.8, 0.5, 0.3, 6647
62, 0.8, 0.5, 0.4, 6648
62, 0.8, 0.5, 0.5, 6649
62, 0.8, 0.5, 0.6, 6650
62, 0.8, 0.5, 0.7, 6651
62, 0.8, 0.5, 0.8, 6652
62, 0.8, 0.5, 0.9, 6653
62, 0.8, 0.5, 1.0, 6654
62, 0.8, 0.6, 0.0, 6655
62, 0.8, 0.6, 0.1, 6656
62, 0.8, 0.6, 0.2, 6657
62, 0.8, 0.6, 0.3, 6658
62, 0.8, 0.6, 0.4, 6659
62, 0.8, 0.6, 0.5, 6660
62, 0.8, 0.6, 0.6, 6661
62, 0.8, 0.6, 0.7, 6662
62, 0.8, 0.6, 0.8, 6663
62, 0.8, 0.6, 0.9, 6664
62, 0.8, 0.6, 1.0, 6665
62, 0.8, 0.7, 0.0, 6666
62, 0.8, 0.7, 0.1, 6667
62, 0.8, 0.7, 0.2, 6668
62, 0.8, 0.7, 0.3, 6669
62, 0.8, 0.7, 0.4, 6670
62, 0.8, 0.7, 0.5, 6671
62, 0.8, 0.7, 0.6, 6672
62, 0.8, 0.7, 0.7, 6673
62, 0.8, 0.7, 0.8, 6674
62, 0.8, 0.7, 0.9, 6675
62, 0.8, 0.7, 1.0, 6676
62, 0.8, 0.8, 0.0, 6677
62, 0.8, 0.8, 0.1, 6678
62, 0.8, 0.8, 0.2, 6679
62, 0.8, 0.8, 0.3, 6680
62, 0.8, 0.8, 0.4, 6681
62, 0.8, 0.8, 0.5, 6682
62, 0.8, 0.8, 0.6, 6683
62, 0.8, 0.8, 0.7, 6684
62, 0.8, 0.8, 0.8, 6685
62, 0.8, 0.8, 0.9, 6686
62, 0.8, 0.8, 1.0, 6687
62, 0.8, 0.9, 0.0, 6688
62, 0.8, 0.9, 0.1, 6689
62, 0.8, 0.9, 0.2, 6690
62, 0.8, 0.9, 0.3, 6691
62, 0.8, 0.9, 0.4, 6692
62, 0.8, 0.9, 0.5, 6693
62, 0.8, 0.9, 0.6, 6694
62, 0.8, 0.9, 0.7, 6695
62, 0.8, 0.9, 0.8, 6696
62, 0.8, 0.9, 0.9, 6697
62, 0.8, 0.9, 1.0, 6698
62, 0.8, 1.0, 0.0, 6699
62, 0.8, 1.0, 0.1, 6700
62, 0.8, 1.0, 0.2, 6701
62, 0.8, 1.0, 0.3, 6702
62, 0.8, 1.0, 0.4, 6703
62, 0.8, 1.0, 0.5, 6704
62, 0.8, 1.0, 0.6, 6705
62, 0.8, 1.0, 0.7, 6706
62, 0.8, 1.0, 0.8, 6707
62, 0.8, 1.0, 0.9, 6708
62, 0.8, 1.0, 1.0, 6709
62, 0.9, 0.1, 0.0, 6710
62, 0.9, 0.1, 0.1, 6711
62, 0.9, 0.1, 0.2, 6712
62, 0.9, 0.1, 0.3, 6713
62, 0.9, 0.1, 0.4, 6714
62, 0.9, 0.1, 0.5, 6715
62, 0.9, 0.1, 0.6, 6716
62, 0.9, 0.1, 0.7, 6717
62, 0.9, 0.1, 0.8, 6718
62, 0.9, 0.1, 0.9, 6719
62, 0.9, 0.1, 1.0, 6720
62, 0.9, 0.2, 0.0, 6721
62, 0.9, 0.2, 0.1, 6722
62, 0.9, 0.2, 0.2, 6723
62, 0.9, 0.2, 0.3, 6724
62, 0.9, 0.2, 0.4, 6725
62, 0.9, 0.2, 0.5, 6726
62, 0.9, 0.2, 0.6, 6727
62, 0.9, 0.2, 0.7, 6728
62, 0.9, 0.2, 0.8, 6729
62, 0.9, 0.2, 0.9, 6730
62, 0.9, 0.2, 1.0, 6731
62, 0.9, 0.3, 0.0, 6732
62, 0.9, 0.3, 0.1, 6733
62, 0.9, 0.3, 0.2, 6734
62, 0.9, 0.3, 0.3, 6735
62, 0.9, 0.3, 0.4, 6736
62, 0.9, 0.3, 0.5, 6737
62, 0.9, 0.3, 0.6, 6738
62, 0.9, 0.3, 0.7, 6739
62, 0.9, 0.3, 0.8, 6740
62, 0.9, 0.3, 0.9, 6741
62, 0.9, 0.3, 1.0, 6742
62, 0.9, 0.4, 0.0, 6743
62, 0.9, 0.4, 0.1, 6744
62, 0.9, 0.4, 0.2, 6745
62, 0.9, 0.4, 0.3, 6746
62, 0.9, 0.4, 0.4, 6747
62, 0.9, 0.4, 0.5, 6748
62, 0.9, 0.4, 0.6, 6749
62, 0.9, 0.4, 0.7, 6750
62, 0.9, 0.4, 0.8, 6751
62, 0.9, 0.4, 0.9, 6752
62, 0.9, 0.4, 1.0, 6753
62, 0.9, 0.5, 0.0, 6754
62, 0.9, 0.5, 0.1, 6755
62, 0.9, 0.5, 0.2, 6756
62, 0.9, 0.5, 0.3, 6757
62, 0.9, 0.5, 0.4, 6758
62, 0.9, 0.5, 0.5, 6759
62, 0.9, 0.5, 0.6, 6760
62, 0.9, 0.5, 0.7, 6761
62, 0.9, 0.5, 0.8, 6762
62, 0.9, 0.5, 0.9, 6763
62, 0.9, 0.5, 1.0, 6764
62, 0.9, 0.6, 0.0, 6765
62, 0.9, 0.6, 0.1, 6766
62, 0.9, 0.6, 0.2, 6767
62, 0.9, 0.6, 0.3, 6768
62, 0.9, 0.6, 0.4, 6769
62, 0.9, 0.6, 0.5, 6770
62, 0.9, 0.6, 0.6, 6771
62, 0.9, 0.6, 0.7, 6772
62, 0.9, 0.6, 0.8, 6773
62, 0.9, 0.6, 0.9, 6774
62, 0.9, 0.6, 1.0, 6775
62, 0.9, 0.7, 0.0, 6776
62, 0.9, 0.7, 0.1, 6777
62, 0.9, 0.7, 0.2, 6778
62, 0.9, 0.7, 0.3, 6779
62, 0.9, 0.7, 0.4, 6780
62, 0.9, 0.7, 0.5, 6781
62, 0.9, 0.7, 0.6, 6782
62, 0.9, 0.7, 0.7, 6783
62, 0.9, 0.7, 0.8, 6784
62, 0.9, 0.7, 0.9, 6785
62, 0.9, 0.7, 1.0, 6786
62, 0.9, 0.8, 0.0, 6787
62, 0.9, 0.8, 0.1, 6788
62, 0.9, 0.8, 0.2, 6789
62, 0.9, 0.8, 0.3, 6790
62, 0.9, 0.8, 0.4, 6791
62, 0.9, 0.8, 0.5, 6792
62, 0.9, 0.8, 0.6, 6793
62, 0.9, 0.8, 0.7, 6794
62, 0.9, 0.8, 0.8, 6795
62, 0.9, 0.8, 0.9, 6796
62, 0.9, 0.8, 1.0, 6797
62, 0.9, 0.9, 0.0, 6798
62, 0.9, 0.9, 0.1, 6799
62, 0.9, 0.9, 0.2, 6800
62, 0.9, 0.9, 0.3, 6801
62, 0.9, 0.9, 0.4, 6802
62, 0.9, 0.9, 0.5, 6803
62, 0.9, 0.9, 0.6, 6804
62, 0.9, 0.9, 0.7, 6805
62, 0.9, 0.9, 0.8, 6806
62, 0.9, 0.9, 0.9, 6807
62, 0.9, 0.9, 1.0, 6808
62, 0.9, 1.0, 0.0, 6809
62, 0.9, 1.0, 0.1, 6810
62, 0.9, 1.0, 0.2, 6811
62, 0.9, 1.0, 0.3, 6812
62, 0.9, 1.0, 0.4, 6813
62, 0.9, 1.0, 0.5, 6814
62, 0.9, 1.0, 0.6, 6815
62, 0.9, 1.0, 0.7, 6816
62, 0.9, 1.0, 0.8, 6817
62, 0.9, 1.0, 0.9, 6818
62, 0.9, 1.0, 1.0, 6819
62, 1.0, 0.1, 0.0, 6820
62, 1.0, 0.1, 0.1, 6821
62, 1.0, 0.1, 0.2, 6822
62, 1.0, 0.1, 0.3, 6823
62, 1.0, 0.1, 0.4, 6824
62, 1.0, 0.1, 0.5, 6825
62, 1.0, 0.1, 0.6, 6826
62, 1.0, 0.1, 0.7, 6827
62, 1.0, 0.1, 0.8, 6828
62, 1.0, 0.1, 0.9, 6829
62, 1.0, 0.1, 1.0, 6830
62, 1.0, 0.2, 0.0, 6831
62, 1.0, 0.2, 0.1, 6832
62, 1.0, 0.2, 0.2, 6833
62, 1.0, 0.2, 0.3, 6834
62, 1.0, 0.2, 0.4, 6835
62, 1.0, 0.2, 0.5, 6836
62, 1.0, 0.2, 0.6, 6837
62, 1.0, 0.2, 0.7, 6838
62, 1.0, 0.2, 0.8, 6839
62, 1.0, 0.2, 0.9, 6840
62, 1.0, 0.2, 1.0, 6841
62, 1.0, 0.3, 0.0, 6842
62, 1.0, 0.3, 0.1, 6843
62, 1.0, 0.3, 0.2, 6844
62, 1.0, 0.3, 0.3, 6845
62, 1.0, 0.3, 0.4, 6846
62, 1.0, 0.3, 0.5, 6847
62, 1.0, 0.3, 0.6, 6848
62, 1.0, 0.3, 0.7, 6849
62, 1.0, 0.3, 0.8, 6850
62, 1.0, 0.3, 0.9, 6851
62, 1.0, 0.3, 1.0, 6852
62, 1.0, 0.4, 0.0, 6853
62, 1.0, 0.4, 0.1, 6854
62, 1.0, 0.4, 0.2, 6855
62, 1.0, 0.4, 0.3, 6856
62, 1.0, 0.4, 0.4, 6857
62, 1.0, 0.4, 0.5, 6858
62, 1.0, 0.4, 0.6, 6859
62, 1.0, 0.4, 0.7, 6860
62, 1.0, 0.4, 0.8, 6861
62, 1.0, 0.4, 0.9, 6862
62, 1.0, 0.4, 1.0, 6863
62, 1.0, 0.5, 0.0, 6864
62, 1.0, 0.5, 0.1, 6865
62, 1.0, 0.5, 0.2, 6866
62, 1.0, 0.5, 0.3, 6867
62, 1.0, 0.5, 0.4, 6868
62, 1.0, 0.5, 0.5, 6869
62, 1.0, 0.5, 0.6, 6870
62, 1.0, 0.5, 0.7, 6871
62, 1.0, 0.5, 0.8, 6872
62, 1.0, 0.5, 0.9, 6873
62, 1.0, 0.5, 1.0, 6874
62, 1.0, 0.6, 0.0, 6875
62, 1.0, 0.6, 0.1, 6876
62, 1.0, 0.6, 0.2, 6877
62, 1.0, 0.6, 0.3, 6878
62, 1.0, 0.6, 0.4, 6879
62, 1.0, 0.6, 0.5, 6880
62, 1.0, 0.6, 0.6, 6881
62, 1.0, 0.6, 0.7, 6882
62, 1.0, 0.6, 0.8, 6883
62, 1.0, 0.6, 0.9, 6884
62, 1.0, 0.6, 1.0, 6885
62, 1.0, 0.7, 0.0, 6886
62, 1.0, 0.7, 0.1, 6887
62, 1.0, 0.7, 0.2, 6888
62, 1.0, 0.7, 0.3, 6889
62, 1.0, 0.7, 0.4, 6890
62, 1.0, 0.7, 0.5, 6891
62, 1.0, 0.7, 0.6, 6892
62, 1.0, 0.7, 0.7, 6893
62, 1.0, 0.7, 0.8, 6894
62, 1.0, 0.7, 0.9, 6895
62, 1.0, 0.7, 1.0, 6896
62, 1.0, 0.8, 0.0, 6897
62, 1.0, 0.8, 0.1, 6898
62, 1.0, 0.8, 0.2, 6899
62, 1.0, 0.8, 0.3, 6900
62, 1.0, 0.8, 0.4, 6901
62, 1.0, 0.8, 0.5, 6902
62, 1.0, 0.8, 0.6, 6903
62, 1.0, 0.8, 0.7, 6904
62, 1.0, 0.8, 0.8, 6905
62, 1.0, 0.8, 0.9, 6906
62, 1.0, 0.8, 1.0, 6907
62, 1.0, 0.9, 0.0, 6908
62, 1.0, 0.9, 0.1, 6909
62, 1.0, 0.9, 0.2, 6910
62, 1.0, 0.9, 0.3, 6911
62, 1.0, 0.9, 0.4, 6912
62, 1.0, 0.9, 0.5, 6913
62, 1.0, 0.9, 0.6, 6914
62, 1.0, 0.9, 0.7, 6915
62, 1.0, 0.9, 0.8, 6916
62, 1.0, 0.9, 0.9, 6917
62, 1.0, 0.9, 1.0, 6918
62, 1.0, 1.0, 0.0, 6919
62, 1.0, 1.0, 0.1, 6920
62, 1.0, 1.0, 0.2, 6921
62, 1.0, 1.0, 0.3, 6922
62, 1.0, 1.0, 0.4, 6923
62, 1.0, 1.0, 0.5, 6924
62, 1.0, 1.0, 0.6, 6925
62, 1.0, 1.0, 0.7, 6926
62, 1.0, 1.0, 0.8, 6927
62, 1.0, 1.0, 0.9, 6928
62, 1.0, 1.0, 1.0, 6929
72, 0.2, 0.1, 0.0, 6930
72, 0.2, 0.1, 0.1, 6931
72, 0.2, 0.1, 0.2, 6932
72, 0.2, 0.1, 0.3, 6933
72, 0.2, 0.1, 0.4, 6934
72, 0.2, 0.1, 0.5, 6935
72, 0.2, 0.1, 0.6, 6936
72, 0.2, 0.1, 0.7, 6937
72, 0.2, 0.1, 0.8, 6938
72, 0.2, 0.1, 0.9, 6939
72, 0.2, 0.1, 1.0, 6940
72, 0.2, 0.2, 0.0, 6941
72, 0.2, 0.2, 0.1, 6942
72, 0.2, 0.2, 0.2, 6943
72, 0.2, 0.2, 0.3, 6944
72, 0.2, 0.2, 0.4, 6945
72, 0.2, 0.2, 0.5, 6946
72, 0.2, 0.2, 0.6, 6947
72, 0.2, 0.2, 0.7, 6948
72, 0.2, 0.2, 0.8, 6949
72, 0.2, 0.2, 0.9, 6950
72, 0.2, 0.2, 1.0, 6951
72, 0.2, 0.3, 0.0, 6952
72, 0.2, 0.3, 0.1, 6953
72, 0.2, 0.3, 0.2, 6954
72, 0.2, 0.3, 0.3, 6955
72, 0.2, 0.3, 0.4, 6956
72, 0.2, 0.3, 0.5, 6957
72, 0.2, 0.3, 0.6, 6958
72, 0.2, 0.3, 0.7, 6959
72, 0.2, 0.3, 0.8, 6960
72, 0.2, 0.3, 0.9, 6961
72, 0.2, 0.3, 1.0, 6962
72, 0.2, 0.4, 0.0, 6963
72, 0.2, 0.4, 0.1, 6964
72, 0.2, 0.4, 0.2, 6965
72, 0.2, 0.4, 0.3, 6966
72, 0.2, 0.4, 0.4, 6967
72, 0.2, 0.4, 0.5, 6968
72, 0.2, 0.4, 0.6, 6969
72, 0.2, 0.4, 0.7, 6970
72, 0.2, 0.4, 0.8, 6971
72, 0.2, 0.4, 0.9, 6972
72, 0.2, 0.4, 1.0, 6973
72, 0.2, 0.5, 0.0, 6974
72, 0.2, 0.5, 0.1, 6975
72, 0.2, 0.5, 0.2, 6976
72, 0.2, 0.5, 0.3, 6977
72, 0.2, 0.5, 0.4, 6978
72, 0.2, 0.5, 0.5, 6979
72, 0.2, 0.5, 0.6, 6980
72, 0.2, 0.5, 0.7, 6981
72, 0.2, 0.5, 0.8, 6982
72, 0.2, 0.5, 0.9, 6983
72, 0.2, 0.5, 1.0, 6984
72, 0.2, 0.6, 0.0, 6985
72, 0.2, 0.6, 0.1, 6986
72, 0.2, 0.6, 0.2, 6987
72, 0.2, 0.6, 0.3, 6988
72, 0.2, 0.6, 0.4, 6989
72, 0.2, 0.6, 0.5, 6990
72, 0.2, 0.6, 0.6, 6991
72, 0.2, 0.6, 0.7, 6992
72, 0.2, 0.6, 0.8, 6993
72, 0.2, 0.6, 0.9, 6994
72, 0.2, 0.6, 1.0, 6995
72, 0.2, 0.7, 0.0, 6996
72, 0.2, 0.7, 0.1, 6997
72, 0.2, 0.7, 0.2, 6998
72, 0.2, 0.7, 0.3, 6999
72, 0.2, 0.7, 0.4, 7000
72, 0.2, 0.7, 0.5, 7001
72, 0.2, 0.7, 0.6, 7002
72, 0.2, 0.7, 0.7, 7003
72, 0.2, 0.7, 0.8, 7004
72, 0.2, 0.7, 0.9, 7005
72, 0.2, 0.7, 1.0, 7006
72, 0.2, 0.8, 0.0, 7007
72, 0.2, 0.8, 0.1, 7008
72, 0.2, 0.8, 0.2, 7009
72, 0.2, 0.8, 0.3, 7010
72, 0.2, 0.8, 0.4, 7011
72, 0.2, 0.8, 0.5, 7012
72, 0.2, 0.8, 0.6, 7013
72, 0.2, 0.8, 0.7, 7014
72, 0.2, 0.8, 0.8, 7015
72, 0.2, 0.8, 0.9, 7016
72, 0.2, 0.8, 1.0, 7017
72, 0.2, 0.9, 0.0, 7018
72, 0.2, 0.9, 0.1, 7019
72, 0.2, 0.9, 0.2, 7020
72, 0.2, 0.9, 0.3, 7021
72, 0.2, 0.9, 0.4, 7022
72, 0.2, 0.9, 0.5, 7023
72, 0.2, 0.9, 0.6, 7024
72, 0.2, 0.9, 0.7, 7025
72, 0.2, 0.9, 0.8, 7026
72, 0.2, 0.9, 0.9, 7027
72, 0.2, 0.9, 1.0, 7028
72, 0.2, 1.0, 0.0, 7029
72, 0.2, 1.0, 0.1, 7030
72, 0.2, 1.0, 0.2, 7031
72, 0.2, 1.0, 0.3, 7032
72, 0.2, 1.0, 0.4, 7033
72, 0.2, 1.0, 0.5, 7034
72, 0.2, 1.0, 0.6, 7035
72, 0.2, 1.0, 0.7, 7036
72, 0.2, 1.0, 0.8, 7037
72, 0.2, 1.0, 0.9, 7038
72, 0.2, 1.0, 1.0, 7039
72, 0.3, 0.1, 0.0, 7040
72, 0.3, 0.1, 0.1, 7041
72, 0.3, 0.1, 0.2, 7042
72, 0.3, 0.1, 0.3, 7043
72, 0.3, 0.1, 0.4, 7044
72, 0.3, 0.1, 0.5, 7045
72, 0.3, 0.1, 0.6, 7046
72, 0.3, 0.1, 0.7, 7047
72, 0.3, 0.1, 0.8, 7048
72, 0.3, 0.1, 0.9, 7049
72, 0.3, 0.1, 1.0, 7050
72, 0.3, 0.2, 0.0, 7051
72, 0.3, 0.2, 0.1, 7052
72, 0.3, 0.2, 0.2, 7053
72, 0.3, 0.2, 0.3, 7054
72, 0.3, 0.2, 0.4, 7055
72, 0.3, 0.2, 0.5, 7056
72, 0.3, 0.2, 0.6, 7057
72, 0.3, 0.2, 0.7, 7058
72, 0.3, 0.2, 0.8, 7059
72, 0.3, 0.2, 0.9, 7060
72, 0.3, 0.2, 1.0, 7061
72, 0.3, 0.3, 0.0, 7062
72, 0.3, 0.3, 0.1, 7063
72, 0.3, 0.3, 0.2, 7064
72, 0.3, 0.3, 0.3, 7065
72, 0.3, 0.3, 0.4, 7066
72, 0.3, 0.3, 0.5, 7067
72, 0.3, 0.3, 0.6, 7068
72, 0.3, 0.3, 0.7, 7069
72, 0.3, 0.3, 0.8, 7070
72, 0.3, 0.3, 0.9, 7071
72, 0.3, 0.3, 1.0, 7072
72, 0.3, 0.4, 0.0, 7073
72, 0.3, 0.4, 0.1, 7074
72, 0.3, 0.4, 0.2, 7075
72, 0.3, 0.4, 0.3, 7076
72, 0.3, 0.4, 0.4, 7077
72, 0.3, 0.4, 0.5, 7078
72, 0.3, 0.4, 0.6, 7079
72, 0.3, 0.4, 0.7, 7080
72, 0.3, 0.4, 0.8, 7081
72, 0.3, 0.4, 0.9, 7082
72, 0.3, 0.4, 1.0, 7083
72, 0.3, 0.5, 0.0, 7084
72, 0.3, 0.5, 0.1, 7085
72, 0.3, 0.5, 0.2, 7086
72, 0.3, 0.5, 0.3, 7087
72, 0.3, 0.5, 0.4, 7088
72, 0.3, 0.5, 0.5, 7089
72, 0.3, 0.5, 0.6, 7090
72, 0.3, 0.5, 0.7, 7091
72, 0.3, 0.5, 0.8, 7092
72, 0.3, 0.5, 0.9, 7093
72, 0.3, 0.5, 1.0, 7094
72, 0.3, 0.6, 0.0, 7095
72, 0.3, 0.6, 0.1, 7096
72, 0.3, 0.6, 0.2, 7097
72, 0.3, 0.6, 0.3, 7098
72, 0.3, 0.6, 0.4, 7099
72, 0.3, 0.6, 0.5, 7100
72, 0.3, 0.6, 0.6, 7101
72, 0.3, 0.6, 0.7, 7102
72, 0.3, 0.6, 0.8, 7103
72, 0.3, 0.6, 0.9, 7104
72, 0.3, 0.6, 1.0, 7105
72, 0.3, 0.7, 0.0, 7106
72, 0.3, 0.7, 0.1, 7107
72, 0.3, 0.7, 0.2, 7108
72, 0.3, 0.7, 0.3, 7109
72, 0.3, 0.7, 0.4, 7110
72, 0.3, 0.7, 0.5, 7111
72, 0.3, 0.7, 0.6, 7112
72, 0.3, 0.7, 0.7, 7113
72, 0.3, 0.7, 0.8, 7114
72, 0.3, 0.7, 0.9, 7115
72, 0.3, 0.7, 1.0, 7116
72, 0.3, 0.8, 0.0, 7117
72, 0.3, 0.8, 0.1, 7118
72, 0.3, 0.8, 0.2, 7119
72, 0.3, 0.8, 0.3, 7120
72, 0.3, 0.8, 0.4, 7121
72, 0.3, 0.8, 0.5, 7122
72, 0.3, 0.8, 0.6, 7123
72, 0.3, 0.8, 0.7, 7124
72, 0.3, 0.8, 0.8, 7125
72, 0.3, 0.8, 0.9, 7126
72, 0.3, 0.8, 1.0, 7127
72, 0.3, 0.9, 0.0, 7128
72, 0.3, 0.9, 0.1, 7129
72, 0.3, 0.9, 0.2, 7130
72, 0.3, 0.9, 0.3, 7131
72, 0.3, 0.9, 0.4, 7132
72, 0.3, 0.9, 0.5, 7133
72, 0.3, 0.9, 0.6, 7134
72, 0.3, 0.9, 0.7, 7135
72, 0.3, 0.9, 0.8, 7136
72, 0.3, 0.9, 0.9, 7137
72, 0.3, 0.9, 1.0, 7138
72, 0.3, 1.0, 0.0, 7139
72, 0.3, 1.0, 0.1, 7140
72, 0.3, 1.0, 0.2, 7141
72, 0.3, 1.0, 0.3, 7142
72, 0.3, 1.0, 0.4, 7143
72, 0.3, 1.0, 0.5, 7144
72, 0.3, 1.0, 0.6, 7145
72, 0.3, 1.0, 0.7, 7146
72, 0.3, 1.0, 0.8, 7147
72, 0.3, 1.0, 0.9, 7148
72, 0.3, 1.0, 1.0, 7149
72, 0.4, 0.1, 0.0, 7150
72, 0.4, 0.1, 0.1, 7151
72, 0.4, 0.1, 0.2, 7152
72, 0.4, 0.1, 0.3, 7153
72, 0.4, 0.1, 0.4, 7154
72, 0.4, 0.1, 0.5, 7155
72, 0.4, 0.1, 0.6, 7156
72, 0.4, 0.1, 0.7, 7157
72, 0.4, 0.1, 0.8, 7158
72, 0.4, 0.1, 0.9, 7159
72, 0.4, 0.1, 1.0, 7160
72, 0.4, 0.2, 0.0, 7161
72, 0.4, 0.2, 0.1, 7162
72, 0.4, 0.2, 0.2, 7163
72, 0.4, 0.2, 0.3, 7164
72, 0.4, 0.2, 0.4, 7165
72, 0.4, 0.2, 0.5, 7166
72, 0.4, 0.2, 0.6, 7167
72, 0.4, 0.2, 0.7, 7168
72, 0.4, 0.2, 0.8, 7169
72, 0.4, 0.2, 0.9, 7170
72, 0.4, 0.2, 1.0, 7171
72, 0.4, 0.3, 0.0, 7172
72, 0.4, 0.3, 0.1, 7173
72, 0.4, 0.3, 0.2, 7174
72, 0.4, 0.3, 0.3, 7175
72, 0.4, 0.3, 0.4, 7176
72, 0.4, 0.3, 0.5, 7177
72, 0.4, 0.3, 0.6, 7178
72, 0.4, 0.3, 0.7, 7179
72, 0.4, 0.3, 0.8, 7180
72, 0.4, 0.3, 0.9, 7181
72, 0.4, 0.3, 1.0, 7182
72, 0.4, 0.4, 0.0, 7183
72, 0.4, 0.4, 0.1, 7184
72, 0.4, 0.4, 0.2, 7185
72, 0.4, 0.4, 0.3, 7186
72, 0.4, 0.4, 0.4, 7187
72, 0.4, 0.4, 0.5, 7188
72, 0.4, 0.4, 0.6, 7189
72, 0.4, 0.4, 0.7, 7190
72, 0.4, 0.4, 0.8, 7191
72, 0.4, 0.4, 0.9, 7192
72, 0.4, 0.4, 1.0, 7193
72, 0.4, 0.5, 0.0, 7194
72, 0.4, 0.5, 0.1, 7195
72, 0.4, 0.5, 0.2, 7196
72, 0.4, 0.5, 0.3, 7197
72, 0.4, 0.5, 0.4, 7198
72, 0.4, 0.5, 0.5, 7199
72, 0.4, 0.5, 0.6, 7200
72, 0.4, 0.5, 0.7, 7201
72, 0.4, 0.5, 0.8, 7202
72, 0.4, 0.5, 0.9, 7203
72, 0.4, 0.5, 1.0, 7204
72, 0.4, 0.6, 0.0, 7205
72, 0.4, 0.6, 0.1, 7206
72, 0.4, 0.6, 0.2, 7207
72, 0.4, 0.6, 0.3, 7208
72, 0.4, 0.6, 0.4, 7209
72, 0.4, 0.6, 0.5, 7210
72, 0.4, 0.6, 0.6, 7211
72, 0.4, 0.6, 0.7, 7212
72, 0.4, 0.6, 0.8, 7213
72, 0.4, 0.6, 0.9, 7214
72, 0.4, 0.6, 1.0, 7215
72, 0.4, 0.7, 0.0, 7216
72, 0.4, 0.7, 0.1, 7217
72, 0.4, 0.7, 0.2, 7218
72, 0.4, 0.7, 0.3, 7219
72, 0.4, 0.7, 0.4, 7220
72, 0.4, 0.7, 0.5, 7221
72, 0.4, 0.7, 0.6, 7222
72, 0.4, 0.7, 0.7, 7223
72, 0.4, 0.7, 0.8, 7224
72, 0.4, 0.7, 0.9, 7225
72, 0.4, 0.7, 1.0, 7226
72, 0.4, 0.8, 0.0, 7227
72, 0.4, 0.8, 0.1, 7228
72, 0.4, 0.8, 0.2, 7229
72, 0.4, 0.8, 0.3, 7230
72, 0.4, 0.8, 0.4, 7231
72, 0.4, 0.8, 0.5, 7232
72, 0.4, 0.8, 0.6, 7233
72, 0.4, 0.8, 0.7, 7234
72, 0.4, 0.8, 0.8, 7235
72, 0.4, 0.8, 0.9, 7236
72, 0.4, 0.8, 1.0, 7237
72, 0.4, 0.9, 0.0, 7238
72, 0.4, 0.9, 0.1, 7239
72, 0.4, 0.9, 0.2, 7240
72, 0.4, 0.9, 0.3, 7241
72, 0.4, 0.9, 0.4, 7242
72, 0.4, 0.9, 0.5, 7243
72, 0.4, 0.9, 0.6, 7244
